,Unnamed: 0,t,m,j,u,Price
360,360,2019,SAINT-LOUIS,Pasta,Kg,800.0
361,361,2019,SAINT-LOUIS,Pasta,Paquet,300.0
362,362,2019,SAINT-LOUIS,Pasta,Sachet,200.0
363,363,2019,SAINT-LOUIS,Imported broken rice,Boite De Tomate/Pot,15000.0
364,364,2019,SAINT-LOUIS,Imported broken rice,Kg,357.1428571
365,365,2019,SAINT-LOUIS,Imported whole rice,Boite De Tomate/Pot,
366,366,2019,SAINT-LOUIS,Imported whole rice,Kg,4925.0
367,367,2019,SAINT-LOUIS,Local broken rice,Boite De Tomate/Pot,8500.0
368,368,2019,SAINT-LOUIS,Local broken rice,Kg,300.0
369,369,2019,SAINT-LOUIS,Local whole rice,Boite De Tomate/Pot,7500.0
370,370,2019,SAINT-LOUIS,Local whole rice,Kg,325.0
371,371,2019,SAINT-LOUIS,Lettuce/salad greens,Tas,150.0
372,372,2019,SAINT-LOUIS,Lettuce/salad greens,Unit,158.3333333
373,373,2019,SAINT-LOUIS,Salt,Boite De Tomate/Pot,100.0
374,374,2019,SAINT-LOUIS,Salt,Boîte,
375,375,2019,SAINT-LOUIS,Salt,Kg,100.0
376,376,2019,SAINT-LOUIS,Salt,Paquet,
377,377,2019,SAINT-LOUIS,Salt,Sac,1000.0
378,378,2019,SAINT-LOUIS,Salt,Sac (25 Kg),
379,379,2019,SAINT-LOUIS,Salt,Sachet,25.0
380,380,2019,SAINT-LOUIS,Salt,Tablespoon,100.0
381,381,2019,SAINT-LOUIS,Sorghum,Boite De Tomate/Pot,
382,382,2019,SAINT-LOUIS,Sorghum,Kg,350.0
383,383,2019,SAINT-LOUIS,Soumbala (fermented locust beans),Boule (Dankk),25.0
384,384,2019,SAINT-LOUIS,Soumbala (fermented locust beans),Kg,
385,385,2019,SAINT-LOUIS,Soumbala (fermented locust beans),Sachet,25.0
386,386,2019,SAINT-LOUIS,Soumbala (fermented locust beans),Unit,25.0
387,387,2019,SAINT-LOUIS,Sugar (powdered or lumps),Kg,500.0
388,388,2019,SAINT-LOUIS,Sugar (powdered or lumps),Paquet (1 Kg),600.0
389,389,2019,SAINT-LOUIS,Sugar (powdered or lumps),Sac,2250.0
390,390,2019,SAINT-LOUIS,Sugar (powdered or lumps),Sachet,100.0
391,391,2019,SAINT-LOUIS,Sugar (powdered or lumps),Teacup,100.0
392,392,2019,SAINT-LOUIS,Sugar (powdered or lumps),Unit,
393,393,2019,SAINT-LOUIS,Tea,Kg,3266.666667
394,394,2019,SAINT-LOUIS,Tea,Paquet,100.0
395,395,2019,SAINT-LOUIS,Tea,Sachet,100.0
396,396,2019,SAINT-LOUIS,Tea,Teacup,112.5
397,397,2019,SAINT-LOUIS,Fresh tomato,Boite De Tomate/Pot,300.0
398,398,2019,SAINT-LOUIS,Fresh tomato,Kg,200.0
399,399,2019,SAINT-LOUIS,Fresh tomato,Morceau,
400,400,2019,SAINT-LOUIS,Fresh tomato,Sachet,100.0
401,401,2019,SAINT-LOUIS,Fresh tomato,Seau,500.0
402,402,2019,SAINT-LOUIS,Fresh tomato,Tas,100.0
403,403,2019,SAINT-LOUIS,Fresh tomato,Unit,100.0
404,404,2019,SAINT-LOUIS,Dried tomato,Boite De Tomate/Pot,600.0
405,405,2019,SAINT-LOUIS,Meat of other domestic poultry,Unit,
406,406,2019,SAINT-LOUIS,Beef,Kg,2500.0
407,407,2019,SAINT-LOUIS,Beef,Tas,5000.0
408,408,2019,SAINT-LOUIS,Goat meat,Kg,2500.0
409,409,2019,SAINT-LOUIS,Goat meat,Unit,
410,410,2019,SAINT-LOUIS,Mutton,Kg,3000.0
411,411,2019,SAINT-LOUIS,Mutton,Tas,
412,412,2019,SAINT-LOUIS,Mutton,Unit,
413,413,2019,SAINT-LOUIS,Pork,Kg,
414,414,2019,SAINT-LOUIS,Chicken meat,Kg,1500.0
415,415,2019,SAINT-LOUIS,Chicken meat,Unit,3000.0
416,416,2019,SAINT-LOUIS,Vinegar/mustard,Bouteille de 1 Litre,500.0
417,417,2019,SAINT-LOUIS,Vinegar/mustard,Bouteille de 25cl,125.0
418,418,2019,SAINT-LOUIS,Vinegar/mustard,Bouteille de 50 cl,250.0
419,419,2019,SAINT-LOUIS,Vinegar/mustard,Bouteilles,150.0
420,420,2019,SAINT-LOUIS,Vinegar/mustard,Litre,337.5
421,421,2019,SAINT-LOUIS,Vinegar/mustard,Pot,2833.333333
422,422,2019,SAINT-LOUIS,Vinegar/mustard,Sachet,25.0
423,423,2019,SAINT-LOUIS,Vinegar/mustard,Seau,50.0
424,424,2019,SAINT-LOUIS,Vinegar/mustard,Teacup,50.0
425,425,2019,dakar,"Offal and tripe (liver, kidney, etc.)",Kg,2400.0
426,426,2019,dakar,"Offal and tripe (liver, kidney, etc.)",Lakhass,100.0
427,427,2019,dakar,"Offal and tripe (liver, kidney, etc.)",Tas,100.0
428,428,2019,dakar,"Offal and tripe (liver, kidney, etc.)",Yéll,
429,429,2019,dakar,Garlic,Kg,1000.0
430,430,2019,dakar,Garlic,Sachet,50.0
431,431,2019,dakar,Garlic,Tas,1000.0
432,432,2019,dakar,Garlic,Tranche,25.0
433,433,2019,dakar,Garlic,Unit,50.0
434,434,2019,dakar,Pineapple,Boite De Tomate/Pot,725.0
435,435,2019,dakar,Pineapple,Unit,
436,436,2019,dakar,Roasted peanuts,Cornet,
437,437,2019,dakar,Roasted peanuts,Kg,
438,438,2019,dakar,Roasted peanuts,Sachet,37.5
439,439,2019,dakar,Roasted peanuts,Teacup,100.0
440,440,2019,dakar,Roasted peanuts,Verre,
441,441,2019,dakar,Shelled or pounded peanuts (noflaye),Boite De Tomate/Pot,
442,442,2019,dakar,Shelled or pounded peanuts (noflaye),Kg,800.0
443,443,2019,dakar,Shelled or pounded peanuts (noflaye),Louche Traditionnelle,
444,444,2019,dakar,Shelled or pounded peanuts (noflaye),Sachet,200.0
445,445,2019,dakar,Shelled or pounded peanuts (noflaye),Teacup,
446,446,2019,dakar,Fresh peanuts (in shells),Boite De Tomate/Pot,300.0
447,447,2019,dakar,Fresh peanuts (in shells),Kg,
448,448,2019,dakar,Fresh peanuts (in shells),Sachet,
449,449,2019,dakar,Fresh peanuts (in shells),Teacup,
450,450,2019,dakar,Dried peanuts (in shells),Cornet,100.0
451,451,2019,dakar,Dried peanuts (in shells),Kg,700.0
452,452,2019,dakar,Dried peanuts (in shells),Teacup,
453,453,2019,dakar,Dried peanuts (in shells),Verre,
454,454,2019,dakar,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Bouteilles,800.0
455,455,2019,dakar,"Seasoning/flavoring (Maggi, Jumbo, etc.)",Sachet,50.0
456,456,2019,dakar,Attiéké (cassava couscous),Kg,1145.0
457,457,2019,dakar,Attiéké (cassava couscous),Sachet,700.0
458,458,2019,dakar,"Eggplant, squash/zucchini",Kg,300.0
459,459,2019,dakar,"Eggplant, squash/zucchini",Morceau,50.0
460,460,2019,dakar,"Eggplant, squash/zucchini",Tas,500.0
461,461,2019,dakar,"Eggplant, squash/zucchini",Tranche,50.0
462,462,2019,dakar,"Eggplant, squash/zucchini",Unit,50.0
463,463,2019,dakar,Other fresh vegetables n.e.c. (including white hibiscus flowers),Boite De Tomate/Pot,500.0
464,464,2019,dakar,Other fresh vegetables n.e.c. (including white hibiscus flowers),Kg,800.0
465,465,2019,dakar,Other fresh vegetables n.e.c. (including white hibiscus flowers),Sachet,
466,466,2019,dakar,Other fresh vegetables n.e.c. (including white hibiscus flowers),Tas,50.0
467,467,2019,dakar,Other fresh vegetables n.e.c. (including white hibiscus flowers),Unit,
468,468,2019,dakar,Other citrus fruits,Kg,1000.0
469,469,2019,dakar,Other citrus fruits,Sachet,
470,470,2019,dakar,Other citrus fruits,Tas,
471,471,2019,dakar,Other citrus fruits,Unit,500.0
472,472,2019,dakar,"Other condiments (pepper, etc.)",Bouteille de 25cl,
473,473,2019,dakar,"Other condiments (pepper, etc.)",Cornet,
474,474,2019,dakar,"Other condiments (pepper, etc.)",Kg,4000.0
475,475,2019,dakar,"Other condiments (pepper, etc.)",Paquet,
476,476,2019,dakar,"Other condiments (pepper, etc.)",Sachet,50.0
477,477,2019,dakar,"Other condiments (pepper, etc.)",Tablespoon,3100.0
478,478,2019,dakar,"Other condiments (pepper, etc.)",Tas,
479,479,2019,dakar,"Other condiments (pepper, etc.)",Unit,
480,480,2019,dakar,Other cereals,Boite De Tomate/Pot,3000.0
481,481,2019,dakar,Other cereals,Kg,500.0
482,482,2019,dakar,Other cereals,Paquet,
483,483,2019,dakar,Other cereals,Sachet,500.0
484,484,2019,dakar,Other cereal flours,Sachet,100.0
485,485,2019,dakar,"Other fruits (apples, grapes, etc.)",Barquette,
486,486,2019,dakar,"Other fruits (apples, grapes, etc.)",Boite De Tomate/Pot,
487,487,2019,dakar,"Other fruits (apples, grapes, etc.)",Kg,1200.0
488,488,2019,dakar,"Other fruits (apples, grapes, etc.)",Morceau,
489,489,2019,dakar,"Other fruits (apples, grapes, etc.)",Régime,
490,490,2019,dakar,"Other fruits (apples, grapes, etc.)",Sachet,
491,491,2019,dakar,"Other fruits (apples, grapes, etc.)",Tas,
492,492,2019,dakar,"Other fruits (apples, grapes, etc.)",Unit,200.0
493,493,2019,dakar,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Bouteilles,
494,494,2019,dakar,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Litre,
495,495,2019,dakar,"Other oils n.e.c. (corn oil, palm kernel oil, etc.)",Tablespoon,
496,496,2019,dakar,Other dried vegetables n.e.c.,Boite De Tomate/Pot,600.0
497,497,2019,dakar,Other dried vegetables n.e.c.,Kg,900.0
498,498,2019,dakar,Other dried vegetables n.e.c.,Morceau,
499,499,2019,dakar,Other dried vegetables n.e.c.,Sachet,100.0
500,500,2019,dakar,Other dried vegetables n.e.c.,Unit,
501,501,2019,dakar,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Kg,2500.0
502,502,2019,dakar,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Morceau,725.0
503,503,2019,dakar,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Panier,
504,504,2019,dakar,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Tas,1000.0
505,505,2019,dakar,"Other fresh fish (dorade, youfoufe, red mullet, sikette, etc.)",Unit,750.0
506,506,2019,dakar,"Other smoked fish (smoked kong, smoked yaboy/obo)",Kg,2400.0
507,507,2019,dakar,"Other smoked fish (smoked kong, smoked yaboy/obo)",Sachet,175.0
508,508,2019,dakar,"Other smoked fish (smoked kong, smoked yaboy/obo)",Tas,350.0
509,509,2019,dakar,"Other smoked fish (smoked kong, smoked yaboy/obo)",Unit,250.0
510,510,2019,dakar,Other food products,Bouteilles,
511,511,2019,dakar,Other food products,Kg,200.0
512,512,2019,dakar,Other food products,Sachet,
513,513,2019,dakar,Other food products,Tas,
514,514,2019,dakar,Other food products,Unit,
515,515,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Bouteille de 25cl,
516,516,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Bouteille de 33cl,
517,517,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Boîte,
518,518,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Litre,
519,519,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Paquet,100.0
520,520,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Pot,
521,521,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Sachet,100.0
522,522,2019,dakar,"Other herbal teas/infusions (quinquelibat, lemongrass, etc.)",Teacup,75.0
523,523,2019,dakar,Other tubers n.e.c.,Kg,1300.0
524,524,2019,dakar,Other tubers n.e.c.,Morceau,
525,525,2019,dakar,Other tubers n.e.c.,Unit,100.0
526,526,2019,dakar,Other meats n.e.c.,Unit,
527,527,2019,dakar,Avocados,Kg,1250.0
528,528,2019,dakar,Avocados,Tas,500.0
529,529,2019,dakar,Avocados,Unit,200.0
530,530,2019,dakar,Sweet banana,Kg,800.0
531,531,2019,dakar,Sweet banana,Régime,600.0
532,532,2019,dakar,Sweet banana,Tas,500.0
533,533,2019,dakar,Sweet banana,Unit,100.0
534,534,2019,dakar,"Fritters, flatbreads",Kg,100.0
535,535,2019,dakar,"Fritters, flatbreads",Sachet,100.0
536,536,2019,dakar,"Fritters, flatbreads",Unit,25.0
537,537,2019,dakar,Butter,Demi Tablette,600.0
538,538,2019,dakar,Butter,Kg,2400.0
539,539,2019,dakar,Butter,Morceau,50.0
540,540,2019,dakar,Butter,Pot,800.0
541,541,2019,dakar,Butter,Sachet,75.0
542,542,2019,dakar,Butter,Seau,1150.0
543,543,2019,dakar,Butter,Tablespoon,800.0
544,544,2019,dakar,Butter,Tablette,600.0
545,545,2019,dakar,Butter,Teaspoon,800.0
546,546,2019,dakar,Shea butter,Boite De Tomate/Pot,
547,547,2019,dakar,Shea butter,Boule (Dankk),1500.0
548,548,2019,dakar,Shea butter,Kg,
549,549,2019,dakar,Shea butter,Morceau,25.0
550,550,2019,dakar,Shea butter,Sachet,100.0
551,551,2019,dakar,Cookies/biscuits,Paquet,50.0
552,552,2019,dakar,Cookies/biscuits,Sachet,50.0
553,553,2019,dakar,"Traditional beers/wines (soum soum, sung, palm wine, etc.)",Bouteilles,2175.0
554,554,2019,dakar,"Traditional beers/wines (soum soum, sung, palm wine, etc.)",Litre,2500.0
555,555,2019,dakar,Industrial beers,Bouteille de 33cl,
556,556,2019,dakar,Industrial beers,Bouteilles,
557,557,2019,dakar,Industrial beers,Canette,2950.0
558,558,2019,dakar,Industrial beers,Litre,
559,559,2019,dakar,Wheat,Kg,
560,560,2019,dakar,"Soft drinks (Coke, etc.)","Bouteille de 1,5 L",800.0
561,561,2019,dakar,"Soft drinks (Coke, etc.)",Bouteille de 1L,700.0
562,562,2019,dakar,"Soft drinks (Coke, etc.)",Bouteille de 25cl,200.0
563,563,2019,dakar,"Soft drinks (Coke, etc.)",Bouteille de 50 cl,
564,564,2019,dakar,"Soft drinks (Coke, etc.)",Canette,300.0
565,565,2019,dakar,Coffee,Boîte,1600.0
566,566,2019,dakar,Coffee,Kg,2000.0
567,567,2019,dakar,Coffee,Sachet,50.0
568,568,2019,dakar,Coffee,Teaspoon,1550.0
569,569,2019,dakar,"Caramel, candy, sweets, etc.",Kg,
570,570,2019,dakar,"Caramel, candy, sweets, etc.",Sachet,1500.0
571,571,2019,dakar,"Caramel, candy, sweets, etc.",Unit,75.0
572,572,2019,dakar,Carrot,Kg,400.0
573,573,2019,dakar,Carrot,Morceau,50.0
574,574,2019,dakar,Carrot,Sachet,50.0
575,575,2019,dakar,Carrot,Tas,100.0
576,576,2019,dakar,Carrot,Tranche,
577,577,2019,dakar,Carrot,Unit,100.0
578,578,2019,dakar,"Cold cuts (ham, sausage), canned meats",Boîte,700.0
579,579,2019,dakar,"Cold cuts (ham, sausage), canned meats",Sachet,975.0
580,580,2019,dakar,Cocoa powder,Pot,1425.0
581,581,2019,dakar,Cocoa powder,Sachet,25.0
582,582,2019,dakar,Cocoa powder,Tablespoon,1500.0
583,583,2019,dakar,Cocoa powder,Teaspoon,1500.0
584,584,2019,dakar,Chocolate bars/spreads,Pot,900.0
585,585,2019,dakar,Chocolate bars/spreads,Sachet,50.0
586,586,2019,dakar,Chocolate bars/spreads,Seau,1500.0
587,587,2019,dakar,Chocolate bars/spreads,Tablespoon,800.0
588,588,2019,dakar,Chocolate bars/spreads,Teaspoon,1500.0
589,589,2019,dakar,Cabbage,Kg,500.0
590,590,2019,dakar,Cabbage,Morceau,100.0
591,591,2019,dakar,Cabbage,Tas,500.0
592,592,2019,dakar,Cabbage,Unit,116.6666667
593,593,2019,dakar,Lemons,Bol,
594,594,2019,dakar,Lemons,Bouteille de 1 Litre,
595,595,2019,dakar,Lemons,Bouteilles,1000.0
596,596,2019,dakar,Lemons,Kg,1000.0
597,597,2019,dakar,Lemons,Litre,1100.0
598,598,2019,dakar,Lemons,Sachet,100.0
599,599,2019,dakar,Lemons,Tas,200.0
600,600,2019,dakar,Lemons,Unit,50.0
601,601,2019,dakar,Tomato paste,Boite De Tomate/Pot,650.0
602,602,2019,dakar,Tomato paste,Kg,1400.0
603,603,2019,dakar,Tomato paste,Sachet,150.0
604,604,2019,dakar,Tomato paste,Tablespoon,1200.0
605,605,2019,dakar,Cucumber,Kg,900.0
606,606,2019,dakar,Cucumber,Morceau,100.0
607,607,2019,dakar,Cucumber,Tas,200.0
608,608,2019,dakar,Cucumber,Unit,150.0
609,609,2019,dakar,Canned fish,Boîte,850.0
610,610,2019,dakar,"Crabs, shrimp, and other seafood",Kg,4500.0
611,611,2019,dakar,"Crabs, shrimp, and other seafood",Tas,100.0
612,612,2019,dakar,"Crabs, shrimp, and other seafood",Unit,
613,613,2019,dakar,Croissants,Kg,350.0
614,614,2019,dakar,Croissants,Unit,350.0
615,615,2019,dakar,"Bouillon cubes (Maggi, Jumbo, etc.)",Cube,25.0
616,616,2019,dakar,"Bouillon cubes (Maggi, Jumbo, etc.)",Sachet,
617,617,2019,dakar,"Bouillon cubes (Maggi, Jumbo, etc.)",Tablette,
618,618,2019,dakar,Dates,Barquette,500.0
619,619,2019,dakar,Dates,Kg,1000.0
620,620,2019,dakar,Dates,Sachet,100.0
621,621,2019,dakar,Dates,Tas,1000.0
622,622,2019,dakar,Dates,Unit,1000.0
623,623,2019,dakar,Mineral/filtered water,Bouteille De 19L,
624,624,2019,dakar,Mineral/filtered water,"Bouteille de 1,5 L",400.0
625,625,2019,dakar,Mineral/filtered water,Bouteille de 10L,1000.0
626,626,2019,dakar,Mineral/filtered water,Bouteille de 33cl,
627,627,2019,dakar,Mineral/filtered water,Bouteille de 5L,700.0
628,628,2019,dakar,Mineral/filtered water,Sachet,21.66666667
629,629,2019,dakar,Local or imported wheat flour,Kg,500.0
630,630,2019,dakar,Local or imported wheat flour,Sachet,100.0
631,631,2019,dakar,Local or imported wheat flour,Tablespoon,150.0
632,632,2019,dakar,Corn flour,Boite De Tomate/Pot,8000.0
633,633,2019,dakar,Corn flour,Kg,
634,634,2019,dakar,Corn flour,Sachet,
635,635,2019,dakar,Millet flour,Boite De Tomate/Pot,
636,636,2019,dakar,Millet flour,Cornet,
637,637,2019,dakar,Millet flour,Cup/Goblet,
638,638,2019,dakar,Millet flour,Kg,600.0
639,639,2019,dakar,Millet flour,Sachet,100.0
640,640,2019,dakar,Cassava flours,Kg,3500.0
641,641,2019,dakar,Cassava flours,Sachet,300.0
642,642,2019,dakar,Cassava flours,Tas,250.0
643,643,2019,dakar,Sorrel leaves (bissap),Boite De Tomate/Pot,550.0
644,644,2019,dakar,Sorrel leaves (bissap),Bol,
645,645,2019,dakar,Sorrel leaves (bissap),Kg,700.0
646,646,2019,dakar,Sorrel leaves (bissap),Tas,50.0
647,647,2019,dakar,Baobab leaves (lalo),Boite De Tomate/Pot,
648,648,2019,dakar,Baobab leaves (lalo),Louche Traditionnelle,
649,649,2019,dakar,Baobab leaves (lalo),Sachet,50.0
650,650,2019,dakar,Bean/cowpea leaves,Boite De Tomate/Pot,300.0
651,651,2019,dakar,Bean/cowpea leaves,Sachet,150.0
652,652,2019,dakar,Bean/cowpea leaves,Tas,
653,653,2019,dakar,"Cassava leaves, taro leaves, and other greens",Boite De Tomate/Pot,
654,654,2019,dakar,"Cassava leaves, taro leaves, and other greens",Sachet,225.0
655,655,2019,dakar,"Cassava leaves, taro leaves, and other greens",Tas,87.5
656,656,2019,dakar,Moringa leaves,Boite De Tomate/Pot,200.0
657,657,2019,dakar,Moringa leaves,Sachet,100.0
658,658,2019,dakar,Moringa leaves,Tas,50.0
659,659,2019,dakar,Fonio,Boite De Tomate/Pot,
660,660,2019,dakar,Fonio,Kg,1200.0
661,661,2019,dakar,Fonio,Sachet,1000.0
662,662,2019,dakar,Cheese,Boîte,800.0
663,663,2019,dakar,Cheese,Kg,5400.0
664,664,2019,dakar,Cheese,Morceau,300.0
665,665,2019,dakar,Cheese,Sachet,1100.0
666,666,2019,dakar,Cheese,Unit,100.0
667,667,2019,dakar,"Gari, tapioca",Sachet,100.0
668,668,2019,dakar,Ginger,Kg,1200.0
669,669,2019,dakar,Ginger,Sachet,100.0
670,670,2019,dakar,Ginger,Tas,100.0
671,671,2019,dakar,Ginger,Unit,100.0
672,672,2019,dakar,Fresh okra,Boite De Tomate/Pot,
673,673,2019,dakar,Fresh okra,Kg,800.0
674,674,2019,dakar,Fresh okra,Sachet,50.0
675,675,2019,dakar,Fresh okra,Tas,50.0
676,676,2019,dakar,Fresh okra,Unit,16.66666667
677,677,2019,dakar,Dried okra,Boite De Tomate/Pot,
678,678,2019,dakar,Dried okra,Cup/Goblet,
679,679,2019,dakar,Dried okra,Kg,
680,680,2019,dakar,Dried okra,Sachet,25.0
681,681,2019,dakar,Cakes,Morceau,3500.0
682,682,2019,dakar,Cakes,Paquet,10000.0
683,683,2019,dakar,Cakes,Sachet,
684,684,2019,dakar,Cakes,Unit,2000.0
685,685,2019,dakar,Green beans,Kg,400.0
686,686,2019,dakar,Green beans,Sachet,100.0
687,687,2019,dakar,Green beans,Tas,100.0
688,688,2019,dakar,Refined peanut oil,"12,5cl(Demi Walatt)",
689,689,2019,dakar,Refined peanut oil,Bouteille de 25cl,
690,690,2019,dakar,Refined peanut oil,Bouteille de 5 Litres,
691,691,2019,dakar,Refined peanut oil,Bouteilles,
692,692,2019,dakar,Refined peanut oil,Litre,648.1481481
693,693,2019,dakar,Refined peanut oil,Quart De Litre,250.0
694,694,2019,dakar,Refined peanut oil,Sachet,291.6666667
695,695,2019,dakar,"Traditional peanut oil (""ségal"")","12,5cl(Demi Walatt)",
696,696,2019,dakar,"Traditional peanut oil (""ségal"")",Bouteille de 25cl,
697,697,2019,dakar,"Traditional peanut oil (""ségal"")",Litre,200.0
698,698,2019,dakar,"Traditional peanut oil (""ségal"")",Quart De Litre,200.0
699,699,2019,dakar,Cottonseed oil,Litre,
700,700,2019,dakar,Refined palm oil,"12,5cl(Demi Walatt)",
701,701,2019,dakar,Refined palm oil,Bouteille de 25cl,
702,702,2019,dakar,Refined palm oil,Litre,900.0
703,703,2019,dakar,Refined palm oil,Quart De Litre,225.0
704,704,2019,dakar,Red palm oil,"12,5cl(Demi Walatt)",300.0
705,705,2019,dakar,Red palm oil,Boite De Tomate/Pot,
706,706,2019,dakar,Red palm oil,Bouteille de 1 Litre,2000.0
707,707,2019,dakar,Red palm oil,Bouteille de 50 cl,500.0
708,708,2019,dakar,Red palm oil,Bouteilles,
709,709,2019,dakar,Red palm oil,Cup/Goblet,
710,710,2019,dakar,Red palm oil,Demi Litre,600.0
711,711,2019,dakar,Red palm oil,Litre,1200.0
712,712,2019,dakar,Red palm oil,Louche Traditionnelle,1350.0
713,713,2019,dakar,Red palm oil,Quart De Litre,300.0
714,714,2019,dakar,Red palm oil,Sachet,350.0
715,715,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)","12,5cl(Demi Walatt)",100.0
716,716,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
717,717,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 1 Litre,
718,718,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 25cl,300.0
719,719,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 5 Litres,
720,720,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteille de 50 cl,5500.0
721,721,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Bouteilles,
722,722,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Demi Litre,525.0
723,723,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Litre,1000.0
724,724,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Quart De Litre,300.0
725,725,2019,dakar,"Soybean/vegetable oil (Ninaal, Jaara, etc.)",Sachet,297.9166565
726,726,2019,dakar,Yam,Kg,800.0
727,727,2019,dakar,Yam,Morceau,
728,728,2019,dakar,Yam,Unit,
729,729,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 1L,1000.0
730,730,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 25cl,100.0
731,731,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 33cl,100.0
732,732,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Bouteille de 50 cl,
733,733,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Brique Carton,1000.0
734,734,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Canette,300.0
735,735,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Litre,1000.0
736,736,2019,dakar,"Fruit juices (orange, bissap, ginger, cashew, etc.)",Sachet,100.0
737,737,2019,dakar,Powdered juice,Sachet,175.0
738,738,2019,dakar,"Curdled milk, yogurt",Boite De Tomate/Pot,750.0
739,739,2019,dakar,"Curdled milk, yogurt",Bouteille de 1 Litre,
740,740,2019,dakar,"Curdled milk, yogurt",Bouteilles,
741,741,2019,dakar,"Curdled milk, yogurt",Cup/Goblet,250.0
742,742,2019,dakar,"Curdled milk, yogurt",Litre,750.0
743,743,2019,dakar,"Curdled milk, yogurt",Louche Traditionnelle,5500.0
744,744,2019,dakar,"Curdled milk, yogurt",Sachet,250.0
745,745,2019,dakar,"Curdled milk, yogurt",Seau,2525.0
746,746,2019,dakar,Unsweetened condensed milk,Bouteilles,350.0
747,747,2019,dakar,Unsweetened condensed milk,Boîte,475.0
748,748,2019,dakar,Sweetened condensed milk,Boîte,1000.0
749,749,2019,dakar,Powdered milk,Carton,
750,750,2019,dakar,Powdered milk,Kg,2800.0
751,751,2019,dakar,Powdered milk,Paquet,1500.0
752,752,2019,dakar,Powdered milk,Sachet,100.0
753,753,2019,dakar,Powdered milk,Tablespoon,1700.0
754,754,2019,dakar,Powdered milk,Teaspoon,1500.0
755,755,2019,dakar,Baby milk and cereals,Boîte,2500.0
756,756,2019,dakar,Baby milk and cereals,Paquet,2500.0
757,757,2019,dakar,Baby milk and cereals,Sachet,250.0
758,758,2019,dakar,Baby milk and cereals,Tablespoon,2100.0
759,759,2019,dakar,Fresh milk,Boite De Tomate/Pot,250.0
760,760,2019,dakar,Fresh milk,Bouteille de 1 Litre,1325.0
761,761,2019,dakar,Fresh milk,Bouteille de 50 cl,600.0
762,762,2019,dakar,Fresh milk,Bouteilles,600.0
763,763,2019,dakar,Fresh milk,Cup/Goblet,
764,764,2019,dakar,Fresh milk,Demi Litre,700.0
765,765,2019,dakar,Fresh milk,Litre,1100.0
766,766,2019,dakar,Fresh milk,Quart De Litre,450.0
767,767,2019,dakar,Fresh milk,Sachet,200.0
768,768,2019,dakar,Mango,Kg,600.0
769,769,2019,dakar,Mango,Sachet,500.0
770,770,2019,dakar,Mango,Seau,1000.0
771,771,2019,dakar,Mango,Unit,125.0
772,772,2019,dakar,Cassava,Kg,500.0
773,773,2019,dakar,Cassava,Morceau,100.0
774,774,2019,dakar,Cassava,Tas,300.0
775,775,2019,dakar,Cassava,Unit,100.0
776,776,2019,dakar,Mayonnaise,Pot,1000.0
777,777,2019,dakar,Mayonnaise,Sachet,100.0
778,778,2019,dakar,Mayonnaise,Seau,6000.0
779,779,2019,dakar,Mayonnaise,Tablespoon,850.0
780,780,2019,dakar,Mayonnaise,Teaspoon,1200.0
