i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
21552,2019,diourbel,1,5,0,2,0,2,0,1,0,1,0,1,1,1,1,0,0,0,2.079441542
21553,2019,diourbel,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.386294361
21554,2019,diourbel,2,1,1,5,0,0,0,0,0,1,2,0,4,1,0,1,0,0,2.197224577
21555,2019,diourbel,2,4,1,3,0,3,0,0,1,1,0,0,1,1,0,1,2,0,2.302585093
21556,2019,diourbel,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1.386294361
21557,2019,diourbel,3,4,1,1,1,1,0,3,0,0,0,0,0,1,1,1,0,1,2.197224577
21558,2019,diourbel,2,1,6,2,0,0,3,0,2,0,2,1,0,0,0,2,1,0,2.397895273
21559,2019,diourbel,5,4,3,3,2,1,0,1,0,1,2,2,1,0,0,3,1,1,2.708050201
21561,2019,diourbel,1,3,1,1,0,0,0,2,0,0,1,1,0,0,1,1,0,0,1.791759469
215610,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
215612,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21562,2019,diourbel,2,3,2,2,1,0,0,3,1,0,0,0,1,1,0,0,1,1,2.197224577
21563,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21564,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21565,2019,diourbel,2,3,3,2,0,1,3,1,0,1,0,0,0,1,2,0,0,1,2.302585093
21566,2019,diourbel,1,4,3,1,0,1,2,2,0,1,1,0,0,0,0,1,1,0,2.197224577
21567,2019,diourbel,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
21568,2019,diourbel,1,1,1,3,0,0,1,1,0,0,0,0,1,0,0,1,2,0,1.791759469
21581,2019,diourbel,1,2,4,1,0,1,2,0,2,1,0,0,0,1,1,0,0,0,2.079441542
215810,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215811,2019,diourbel,5,2,1,1,0,1,0,1,1,0,0,0,0,1,1,3,0,1,2.197224577
215812,2019,diourbel,4,3,5,4,0,1,3,2,2,0,1,0,3,1,0,2,0,1,2.772588722
21582,2019,diourbel,2,3,0,3,0,1,0,1,0,0,0,1,2,1,0,1,1,0,2.079441542
21583,2019,diourbel,4,2,4,1,2,1,1,1,0,0,1,0,1,2,0,1,0,1,2.397895273
21584,2019,diourbel,3,0,6,1,1,0,1,0,2,0,2,0,0,1,1,1,0,1,2.302585093
21585,2019,diourbel,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1.386294361
21586,2019,diourbel,1,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1.386294361
21587,2019,diourbel,3,4,5,0,2,0,3,1,0,3,0,0,0,2,0,1,0,0,2.48490665
21588,2019,diourbel,3,2,3,0,2,0,1,1,0,1,0,0,0,2,0,0,0,1,2.079441542
21589,2019,diourbel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21601,2019,diourbel,5,5,2,2,2,0,0,2,0,2,0,3,1,1,1,2,0,0,2.63905733
216010,2019,diourbel,1,2,0,2,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1.609437912
216011,2019,diourbel,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1.098612289
216012,2019,diourbel,2,0,3,2,0,0,0,0,1,0,2,0,2,1,0,1,0,0,1.945910149
21602,2019,diourbel,4,2,2,0,0,0,0,0,0,2,2,0,0,1,0,1,0,2,2.079441542
21603,2019,diourbel,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1.386294361
21604,2019,diourbel,4,3,3,2,0,0,2,1,1,2,0,0,1,3,1,1,0,0,2.48490665
21605,2019,diourbel,8,6,6,2,2,1,1,2,2,2,1,2,1,3,1,3,0,1,3.091042453
21606,2019,diourbel,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6931471806
21607,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21608,2019,diourbel,2,0,1,3,0,0,0,0,0,0,1,0,2,1,0,1,1,0,1.791759469
21609,2019,diourbel,4,2,2,3,0,2,0,0,1,0,1,1,0,2,2,1,1,0,2.397895273
2161,2019,dakar,5,1,3,3,0,0,0,0,2,0,1,1,1,1,1,2,1,2,2.48490665
21610,2019,dakar,5,2,0,4,0,0,0,1,0,1,0,0,1,0,1,4,2,1,2.397895273
21611,2019,dakar,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1.386294361
21612,2019,dakar,1,3,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1.609437912
2162,2019,dakar,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.386294361
21621,2019,diourbel,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1.386294361
216210,2019,diourbel,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.098612289
216211,2019,diourbel,3,2,4,0,1,0,1,2,1,0,1,0,0,2,0,1,0,0,2.197224577
216212,2019,diourbel,1,1,3,1,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469
21622,2019,diourbel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21623,2019,diourbel,4,3,1,0,0,0,0,2,1,0,0,1,0,1,0,3,0,0,2.079441542
21624,2019,diourbel,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1.386294361
21625,2019,diourbel,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1.098612289
21627,2019,diourbel,7,2,3,2,1,1,1,0,1,1,0,1,0,1,2,2,0,3,2.63905733
21628,2019,diourbel,2,5,5,3,2,0,2,3,0,1,1,1,2,1,1,1,0,0,2.708050201
21629,2019,diourbel,3,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1.386294361
2163,2019,dakar,5,3,3,2,0,0,0,1,2,0,1,2,2,3,0,1,0,1,2.564949357
2164,2019,dakar,1,2,1,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1.609437912
21641,2019,diourbel,3,3,1,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,1.945910149
216410,2019,diourbel,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1.386294361
216411,2019,diourbel,5,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1.945910149
216412,2019,diourbel,3,3,3,3,2,2,1,0,0,1,0,0,1,2,1,0,1,1,2.48490665
21642,2019,diourbel,1,2,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912
21643,2019,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
21645,2019,diourbel,1,3,2,1,0,1,2,1,0,1,0,0,0,0,0,1,1,0,1.945910149
21646,2019,diourbel,6,5,3,3,1,1,1,1,0,1,1,4,0,1,2,2,1,1,2.833213344
21649,2019,diourbel,2,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912
2165,2019,dakar,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361
2166,2019,dakar,2,0,2,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1.609437912
21661,2019,diourbel,6,2,0,1,0,0,0,0,0,2,0,0,0,1,1,4,0,1,2.197224577
216610,2019,diourbel,4,5,2,0,0,1,1,3,1,1,0,0,0,1,0,2,0,1,2.397895273
216611,2019,diourbel,1,1,0,4,0,0,0,1,0,0,1,0,2,0,0,1,1,0,1.791759469
216612,2019,diourbel,1,2,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1.609437912
21662,2019,diourbel,4,1,2,2,1,1,1,0,0,0,0,1,1,2,0,0,1,1,2.197224577
21663,2019,diourbel,8,0,1,7,0,0,0,0,1,0,0,1,4,3,2,2,1,2,2.772588722
21664,2019,diourbel,9,8,5,2,2,2,3,2,0,2,0,2,1,4,1,4,0,1,3.17805383
21665,2019,diourbel,1,4,0,1,0,1,0,1,0,2,0,0,0,1,1,0,0,0,1.791759469
21666,2019,diourbel,4,4,2,5,1,1,1,0,0,3,1,0,2,2,0,0,2,2,2.708050201
21667,2019,diourbel,7,3,3,4,1,1,1,1,0,0,1,1,1,3,2,3,1,1,2.833213344
21668,2019,diourbel,4,5,1,6,0,2,0,0,0,2,2,1,3,2,0,2,2,0,2.772588722
21669,2019,diourbel,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1.098612289
2167,2019,dakar,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289
2168,2019,dakar,2,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1.609437912
21681,2019,diourbel,2,1,0,2,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1.609437912
216810,2019,diourbel,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1.609437912
216811,2019,diourbel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806
216812,2019,diourbel,2,2,1,2,0,2,0,0,1,0,1,0,1,1,0,1,0,0,1.945910149
21682,2019,diourbel,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.386294361
21683,2019,diourbel,2,2,1,3,0,1,1,1,0,0,0,0,0,1,3,0,0,1,2.079441542
21684,2019,diourbel,3,3,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,1.945910149
21685,2019,diourbel,4,2,1,1,1,1,0,1,0,0,0,0,0,2,1,1,0,1,2.079441542
21686,2019,diourbel,5,4,3,2,1,1,1,2,0,1,2,0,1,2,0,2,0,1,2.63905733
21687,2019,diourbel,1,1,2,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1.609437912
21688,2019,diourbel,1,2,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1.609437912
21689,2019,diourbel,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1.098612289
2169,2019,dakar,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.386294361
21701,2019,diourbel,4,6,2,1,0,2,1,3,1,1,0,0,0,1,1,3,0,0,2.564949357
217010,2019,diourbel,2,5,2,1,1,1,1,1,0,2,0,1,1,0,0,2,0,0,2.302585093
217011,2019,diourbel,4,3,4,4,2,1,1,2,1,0,0,0,1,2,2,1,1,1,2.708050201
217012,2019,diourbel,4,2,4,1,1,0,1,1,1,1,1,0,1,2,0,1,0,1,2.397895273
21702,2019,diourbel,5,6,3,4,2,1,1,2,0,1,0,2,1,3,1,2,2,0,2.890371758
21703,2019,diourbel,2,2,3,2,0,1,2,0,1,0,0,1,1,1,1,1,0,0,2.197224577
21704,2019,diourbel,6,4,0,1,0,2,0,2,0,0,0,0,0,3,0,1,1,2,2.397895273
21705,2019,diourbel,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1.791759469
21706,2019,diourbel,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1.386294361
21707,2019,diourbel,2,1,4,1,2,0,0,1,1,0,1,0,0,1,1,0,0,1,2.079441542
21708,2019,diourbel,2,2,5,1,1,0,1,1,2,1,1,0,0,0,0,2,1,0,2.302585093
21709,2019,diourbel,3,2,4,2,1,0,2,1,0,1,1,0,0,0,2,2,0,1,2.397895273
21721,2019,diourbel,5,3,2,3,2,0,0,2,0,0,0,1,2,3,0,0,1,2,2.564949357
217210,2019,diourbel,5,4,4,5,1,1,2,1,1,1,0,2,2,2,2,2,1,0,2.890371758
217211,2019,diourbel,3,2,3,3,1,0,0,1,1,1,1,1,2,0,0,2,1,0,2.397895273
217212,2019,diourbel,2,2,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1,2,1.945910149
21722,2019,diourbel,2,4,1,2,0,1,1,2,0,0,0,1,0,1,1,0,1,1,2.197224577
21723,2019,diourbel,2,2,5,0,2,1,3,0,0,0,0,1,0,0,0,2,0,0,2.197224577
21724,2019,diourbel,3,1,1,2,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1.945910149
21725,2019,diourbel,6,4,4,7,3,1,1,0,0,3,0,0,2,5,4,0,1,1,3.044522438
21726,2019,diourbel,4,3,3,3,1,1,1,1,0,1,1,1,1,2,1,0,1,1,2.564949357
21727,2019,diourbel,1,4,1,1,0,1,0,2,0,1,1,0,0,0,1,1,0,0,1.945910149
21728,2019,diourbel,4,6,1,4,1,2,0,1,0,2,0,2,1,1,1,1,2,1,2.708050201
21729,2019,diourbel,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1.386294361
21741,2019,SAINT-LOUIS,3,4,1,2,1,0,0,2,0,1,0,1,0,1,1,0,1,2,2.302585093
217410,2019,SAINT-LOUIS,4,4,3,6,1,0,1,3,0,1,2,0,2,2,2,1,1,1,2.833213344
217411,2019,SAINT-LOUIS,3,1,1,2,0,1,0,0,1,0,0,0,0,2,2,0,0,1,1.945910149
217412,2019,SAINT-LOUIS,4,2,2,4,0,1,0,1,1,0,1,0,1,2,3,1,0,1,2.48490665
21742,2019,SAINT-LOUIS,3,3,6,2,2,1,2,1,2,1,0,0,0,0,2,2,0,1,2.63905733
21743,2019,SAINT-LOUIS,5,6,3,4,1,2,0,2,1,1,1,1,0,3,3,0,1,2,2.890371758
21744,2019,SAINT-LOUIS,2,5,4,2,2,0,2,1,0,2,0,2,1,0,0,2,1,0,2.564949357
21745,2019,SAINT-LOUIS,4,4,2,4,0,1,0,2,1,1,1,0,0,1,3,2,1,1,2.63905733
21746,2019,SAINT-LOUIS,2,3,1,4,0,1,1,1,0,0,0,1,2,1,1,0,1,1,2.302585093
21747,2019,SAINT-LOUIS,4,5,11,4,2,0,3,3,4,0,2,2,1,1,2,3,1,0,3.17805383
21748,2019,SAINT-LOUIS,3,2,3,6,1,0,1,0,0,0,1,2,5,1,1,1,0,1,2.63905733
21749,2019,SAINT-LOUIS,2,1,2,2,1,0,0,0,1,0,0,1,0,1,0,1,2,0,1.945910149
21761,2019,SAINT-LOUIS,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1.386294361
217610,2019,SAINT-LOUIS,2,2,0,3,0,0,0,1,0,1,0,0,1,1,2,0,0,1,1.945910149
217611,2019,SAINT-LOUIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
217612,2019,SAINT-LOUIS,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.098612289
21762,2019,SAINT-LOUIS,2,4,2,3,0,0,0,2,1,0,1,2,0,0,3,2,0,0,2.397895273
21763,2019,SAINT-LOUIS,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.098612289
21764,2019,SAINT-LOUIS,1,3,4,2,1,0,2,0,0,2,1,1,1,0,1,1,0,0,2.302585093
21765,2019,SAINT-LOUIS,13,6,3,11,2,1,0,3,0,0,1,2,7,9,3,1,1,3,3.496507561
21766,2019,SAINT-LOUIS,1,3,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912
21767,2019,SAINT-LOUIS,3,2,4,3,0,0,1,0,3,2,0,0,0,1,2,2,1,0,2.48490665
21768,2019,SAINT-LOUIS,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471806
21769,2019,SAINT-LOUIS,13,13,10,12,1,2,3,6,3,5,3,1,4,2,6,8,2,2,3.871201011
21781,2019,SAINT-LOUIS,1,1,4,2,0,0,1,0,1,1,2,0,1,0,1,1,0,0,2.079441542
217810,2019,SAINT-LOUIS,2,2,2,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1.945910149
217811,2019,SAINT-LOUIS,2,1,2,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1.609437912
217812,2019,SAINT-LOUIS,3,1,1,1,0,0,0,1,0,0,1,0,0,1,1,2,0,0,1.791759469
21782,2019,SAINT-LOUIS,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.386294361
21783,2019,SAINT-LOUIS,5,2,5,2,1,0,2,0,0,2,2,0,0,2,2,2,0,1,2.63905733
21784,2019,SAINT-LOUIS,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471806
21785,2019,SAINT-LOUIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21786,2019,SAINT-LOUIS,3,1,1,2,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1.945910149
21787,2019,SAINT-LOUIS,3,3,0,1,0,2,0,1,0,0,0,0,1,2,0,0,0,1,1.945910149
21788,2019,SAINT-LOUIS,1,4,3,1,1,0,1,2,0,2,1,0,0,0,1,1,0,0,2.197224577
21789,2019,SAINT-LOUIS,6,3,4,0,2,0,0,2,2,1,0,0,0,4,0,1,0,1,2.564949357
2181,2019,dakar,3,1,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1.609437912
21810,2019,dakar,9,6,0,3,0,1,0,2,0,2,0,1,1,3,1,4,1,2,2.890371758
21811,2019,SAINT-LOUIS,2,7,4,3,0,1,1,5,2,0,2,1,0,0,1,2,1,0,2.772588722
218110,2019,SAINT-LOUIS,1,3,2,0,1,0,0,2,1,0,0,1,0,0,0,1,0,0,1.791759469
218111,2019,SAINT-LOUIS,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1.386294361
218112,2019,SAINT-LOUIS,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1.791759469
21812,2019,SAINT-LOUIS,3,2,1,2,0,1,1,0,0,1,0,1,0,0,0,1,2,1,2.079441542
21813,2019,SAINT-LOUIS,1,0,3,2,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1.791759469
21814,2019,SAINT-LOUIS,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1.386294361
21815,2019,SAINT-LOUIS,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.386294361
21816,2019,SAINT-LOUIS,1,2,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1.609437912
21817,2019,SAINT-LOUIS,6,1,0,1,0,1,0,0,0,0,0,2,0,2,0,1,1,1,2.079441542
21818,2019,SAINT-LOUIS,1,2,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1.609437912
21819,2019,SAINT-LOUIS,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.386294361
2182,2019,dakar,2,0,2,6,0,0,0,0,0,0,2,0,3,1,1,1,2,0,2.302585093
2183,2019,dakar,4,0,0,2,0,0,0,0,0,0,1,0,1,2,0,0,0,2,1.791759469
21831,2019,SAINT-LOUIS,6,5,8,5,2,1,2,3,3,1,2,0,1,2,2,2,1,2,3.17805383
218310,2019,SAINT-LOUIS,4,5,3,1,0,2,2,3,1,0,0,0,0,1,1,2,0,1,2.564949357
218311,2019,SAINT-LOUIS,4,5,1,3,0,0,0,2,0,2,1,1,2,2,0,0,1,2,2.564949357
218312,2019,SAINT-LOUIS,2,1,2,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1.609437912
21832,2019,SAINT-LOUIS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21833,2019,SAINT-LOUIS,1,3,3,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,2.079441542
21834,2019,SAINT-LOUIS,1,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1.386294361
21835,2019,SAINT-LOUIS,3,2,5,5,0,1,3,1,1,0,1,0,2,1,2,1,1,1,2.708050201
21836,2019,SAINT-LOUIS,7,10,5,3,1,3,3,2,1,3,0,2,0,1,2,5,1,1,3.218875825
21837,2019,SAINT-LOUIS,3,3,8,3,1,0,2,1,2,1,3,1,0,0,2,3,1,0,2.833213344
21838,2019,SAINT-LOUIS,2,1,1,2,0,1,1,0,0,0,0,0,2,1,0,0,0,1,1.791759469
21839,2019,SAINT-LOUIS,4,1,1,1,1,1,0,0,0,0,0,0,0,2,0,2,1,0,1.945910149
2184,2019,dakar,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1.386294361
2185,2019,dakar,4,2,3,2,1,0,0,0,0,2,2,0,1,2,1,2,0,0,2.397895273
21851,2019,SAINT-LOUIS,6,7,0,5,0,1,0,3,0,1,0,2,2,3,3,1,0,2,2.890371758
218510,2019,SAINT-LOUIS,5,4,4,7,0,0,1,0,1,2,3,2,3,2,3,1,0,2,2.995732274
218511,2019,SAINT-LOUIS,3,1,4,1,2,0,2,1,0,0,0,0,0,1,0,2,1,0,2.197224577
218512,2019,SAINT-LOUIS,2,2,2,1,0,0,0,0,0,0,2,2,0,0,0,0,1,2,1.945910149
21852,2019,SAINT-LOUIS,4,3,4,3,0,0,0,0,2,0,3,4,1,0,0,1,1,2,2.63905733
21853,2019,SAINT-LOUIS,1,1,3,4,0,0,1,0,1,1,2,0,2,0,1,1,0,0,2.197224577
21854,2019,SAINT-LOUIS,3,2,3,4,1,0,0,1,1,1,3,0,1,1,1,2,0,0,2.48490665
21855,2019,SAINT-LOUIS,5,9,7,6,3,1,3,0,1,4,0,4,0,2,5,2,1,1,3.295836866
21856,2019,SAINT-LOUIS,7,3,1,2,0,0,0,0,0,2,1,2,2,3,0,1,0,2,2.564949357
21857,2019,SAINT-LOUIS,1,1,0,2,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1.386294361
21858,2019,SAINT-LOUIS,4,1,5,6,0,0,2,1,1,0,3,1,2,1,2,1,1,1,2.772588722
21859,2019,SAINT-LOUIS,5,9,3,5,0,2,0,2,1,2,2,3,3,0,1,3,1,2,3.091042453
2186,2019,dakar,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1.609437912
2187,2019,dakar,5,6,2,3,0,1,1,2,0,2,1,1,2,2,1,2,0,1,2.772588722
21871,2019,SAINT-LOUIS,3,3,1,2,0,0,0,2,1,0,0,1,1,2,0,1,1,0,2.197224577
218710,2019,SAINT-LOUIS,3,2,7,1,2,0,2,2,3,0,0,0,0,1,1,1,0,1,2.564949357
218711,2019,SAINT-LOUIS,1,0,4,4,0,0,2,0,0,0,3,0,2,0,1,1,0,0,2.197224577
218712,2019,SAINT-LOUIS,1,1,0,3,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1.609437912
21872,2019,SAINT-LOUIS,3,3,2,2,2,0,0,1,0,2,0,0,1,0,1,3,0,0,2.302585093
21873,2019,SAINT-LOUIS,2,1,3,1,1,0,2,1,0,0,0,0,0,0,1,2,0,0,1.945910149
21874,2019,SAINT-LOUIS,2,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1.609437912
21875,2019,SAINT-LOUIS,4,1,3,2,0,0,0,0,1,0,2,1,1,0,0,1,1,3,2.302585093
21876,2019,SAINT-LOUIS,3,3,0,2,0,1,0,0,0,2,1,0,0,2,0,1,1,0,2.079441542
21877,2019,SAINT-LOUIS,3,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1.609437912
21878,2019,SAINT-LOUIS,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.098612289
21879,2019,SAINT-LOUIS,2,1,2,5,0,0,1,1,1,0,1,0,2,1,1,0,1,1,2.302585093
2188,2019,dakar,1,3,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1.791759469
21881,2019,SAINT-LOUIS,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289
218810,2019,SAINT-LOUIS,5,1,3,6,0,0,1,0,1,1,3,0,1,1,1,2,2,2,2.708050201
218811,2019,SAINT-LOUIS,1,3,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
218812,2019,SAINT-LOUIS,2,1,4,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1.945910149
21882,2019,SAINT-LOUIS,4,3,5,4,2,1,2,1,1,1,0,0,1,3,2,0,1,1,2.772588722
21883,2019,SAINT-LOUIS,2,1,5,0,0,1,2,0,3,0,0,0,0,0,0,1,0,1,2.079441542
21884,2019,SAINT-LOUIS,3,6,10,1,2,2,2,2,6,2,0,0,0,1,1,2,0,0,2.995732274
21885,2019,SAINT-LOUIS,2,2,3,1,1,2,1,0,1,0,0,0,0,2,1,0,0,0,2.079441542
21886,2019,SAINT-LOUIS,1,5,4,3,1,0,1,2,2,1,0,2,2,1,1,0,0,0,2.564949357
21887,2019,SAINT-LOUIS,1,2,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1.609437912
21888,2019,SAINT-LOUIS,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.6931471806
21889,2019,SAINT-LOUIS,5,6,2,3,1,2,1,2,0,1,0,1,2,2,0,1,1,2,2.772588722
2189,2019,dakar,5,2,2,2,1,0,1,1,0,1,0,0,1,2,1,2,0,1,2.397895273
21901,2019,SAINT-LOUIS,1,1,2,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1.609437912
219010,2019,SAINT-LOUIS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
219011,2019,SAINT-LOUIS,2,3,2,4,1,0,1,2,0,1,1,0,2,1,0,0,1,1,2.397895273
219012,2019,SAINT-LOUIS,1,2,2,1,1,0,0,2,1,0,0,0,0,1,1,0,0,0,1.791759469
21902,2019,SAINT-LOUIS,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
21903,2019,SAINT-LOUIS,2,3,1,1,0,2,1,0,0,1,0,0,0,2,1,0,0,0,1.945910149
21904,2019,SAINT-LOUIS,3,1,3,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,2.079441542
21905,2019,SAINT-LOUIS,2,1,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1.791759469
21906,2019,SAINT-LOUIS,1,5,2,0,0,1,2,1,0,3,0,0,0,0,0,1,0,0,2.079441542
21907,2019,SAINT-LOUIS,1,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1.386294361
21908,2019,SAINT-LOUIS,3,7,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,1,2.302585093
21921,2019,SAINT-LOUIS,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1.386294361
219210,2019,SAINT-LOUIS,2,1,3,3,0,0,2,0,0,0,2,1,1,1,0,1,1,0,2.197224577
219211,2019,SAINT-LOUIS,3,2,4,2,2,1,1,0,1,1,0,0,0,2,2,1,0,0,2.397895273
219212,2019,SAINT-LOUIS,3,0,1,3,0,0,1,0,0,0,0,0,1,1,2,1,0,1,1.945910149
21922,2019,SAINT-LOUIS,3,6,2,1,1,0,0,3,1,1,0,2,1,0,0,1,0,2,2.48490665
21923,2019,SAINT-LOUIS,2,3,4,2,0,0,2,0,2,0,0,3,0,0,0,2,2,0,2.397895273
21924,2019,SAINT-LOUIS,0,4,1,1,0,2,0,0,1,1,0,1,0,0,1,0,0,0,1.791759469
21925,2019,SAINT-LOUIS,2,3,3,1,0,0,1,1,2,1,0,1,0,0,1,2,0,0,2.197224577
21926,2019,SAINT-LOUIS,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289
21927,2019,SAINT-LOUIS,1,1,5,1,1,0,1,1,3,0,0,0,0,0,1,1,0,0,2.079441542
